#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 04 15 05 999 99.0 99.0  1.83 14.29  9.77 265 9999.0 999.0  14.1 999.0 99.0 99.00
2014 01 04 15 35 999 99.0 99.0  1.53 13.33  8.95 270 9999.0 999.0  14.0 999.0 99.0 99.00
2014 01 04 16 05 999 99.0 99.0  1.49 12.50  8.77 268 9999.0 999.0  14.0 999.0 99.0 99.00
2014 01 04 16 35 999 99.0 99.0  1.79 13.33  9.88 265 9999.0 999.0  14.0 999.0 99.0 99.00
2014 01 04 17 05 999 99.0 99.0  1.72 13.33  9.42 266 9999.0 999.0  14.1 999.0 99.0 99.00
2014 01 04 17 35 999 99.0 99.0  1.65 14.29  9.35 262 9999.0 999.0  14.1 999.0 99.0 99.00
2014 01 04 18 05 999 99.0 99.0  1.47 13.33  8.61 262 9999.0 999.0  14.3 999.0 99.0 99.00
2014 01 04 18 35 999 99.0 99.0  1.55 13.33  8.30 270 9999.0 999.0  14.1 999.0 99.0 99.00
2014 01 04 19 05 999 99.0 99.0  1.73 12.50  8.86 266 9999.0 999.0  14.6 999.0 99.0 99.00
2014 01 04 19 35 999 99.0 99.0  1.46 13.33  8.08 270 9999.0 999.0  14.6 999.0 99.0 99.00
2014 01 04 20 05 999 99.0 99.0  1.59 13.33  8.67 266 9999.0 999.0  14.5 999.0 99.0 99.00
2014 01 04 20 35 999 99.0 99.0  1.59 13.33  8.62 266 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 04 21 05 999 99.0 99.0  1.51 13.33  8.43 262 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 04 21 35 999 99.0 99.0  1.61 13.33  8.23 270 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 04 22 05 999 99.0 99.0  1.66 13.33  8.18 266 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 04 22 35 999 99.0 99.0  1.75 12.50  8.63 270 9999.0 999.0  14.9 999.0 99.0 99.00
2014 01 04 23 05 999 99.0 99.0  1.67 13.33  8.12 265 9999.0 999.0  14.8 999.0 99.0 99.00
2014 01 04 23 35 999 99.0 99.0  1.52 13.33  7.79 272 9999.0 999.0  15.2 999.0 99.0 99.00
2014 01 05 00 05 999 99.0 99.0  1.68 12.50  8.11 269 9999.0 999.0  15.4 999.0 99.0 99.00
2014 01 05 00 35 999 99.0 99.0  1.53 13.33  7.70 270 9999.0 999.0  16.0 999.0 99.0 99.00
2014 01 05 01 05 999 99.0 99.0  1.45 13.33  7.72 272 9999.0 999.0  17.0 999.0 99.0 99.00
2014 01 05 01 35 999 99.0 99.0  1.56 13.33  8.18 272 9999.0 999.0  16.4 999.0 99.0 99.00
2014 01 05 02 05 999 99.0 99.0  1.52 13.33  7.97 272 9999.0 999.0  16.4 999.0 99.0 99.00
2014 01 05 02 35 999 99.0 99.0  1.47 13.33  8.21 275 9999.0 999.0  16.6 999.0 99.0 99.00
2014 01 05 03 05 999 99.0 99.0  1.40 12.50  8.20 269 9999.0 999.0  16.0 999.0 99.0 99.00
2014 01 05 03 35 999 99.0 99.0  1.44 12.50  8.29 270 9999.0 999.0  15.1 999.0 99.0 99.00
2014 01 05 04 05 999 99.0 99.0  1.47 12.50  8.66 272 9999.0 999.0  15.3 999.0 99.0 99.00
2014 01 05 04 35 999 99.0 99.0  1.40 11.76  8.66 273 9999.0 999.0  15.5 999.0 99.0 99.00
2014 01 05 05 05 999 99.0 99.0  1.44 12.50  8.72 270 9999.0 999.0  15.0 999.0 99.0 99.00
2014 01 05 05 35 999 99.0 99.0  1.39 13.33  8.39 269 9999.0 999.0  15.9 999.0 99.0 99.00
2014 01 05 06 05 999 99.0 99.0  1.40 11.76  8.32 270 9999.0 999.0  15.6 999.0 99.0 99.00
2014 01 05 06 35 999 99.0 99.0  1.49 13.33  8.71 268 9999.0 999.0  14.1 999.0 99.0 99.00
2014 01 05 07 05 999 99.0 99.0  1.31 11.76  8.44 270 9999.0 999.0  13.9 999.0 99.0 99.00
2014 01 05 07 35 999 99.0 99.0  1.29 11.11  8.15 270 9999.0 999.0  13.8 999.0 99.0 99.00
2014 01 05 08 05 999 99.0 99.0  1.33 12.50  8.60 269 9999.0 999.0  13.7 999.0 99.0 99.00
2014 01 05 08 35 999 99.0 99.0  1.22 11.76  7.84 272 9999.0 999.0  13.6 999.0 99.0 99.00
2014 01 05 09 05 999 99.0 99.0  1.32 12.50  8.25 263 9999.0 999.0  13.6 999.0 99.0 99.00
2014 01 05 09 35 999 99.0 99.0  1.27 12.50  7.99 272 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 10 05 999 99.0 99.0  1.24 11.76  8.16 275 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 10 35 999 99.0 99.0  1.34 12.50  8.12 275 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 11 05 999 99.0 99.0  1.29 10.53  8.03 277 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 11 35 999 99.0 99.0  1.29 11.76  8.01 276 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 12 05 999 99.0 99.0  1.21 11.76  7.84 276 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 12 35 999 99.0 99.0  1.26 11.76  7.94 273 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 13 05 999 99.0 99.0  1.27 11.76  7.67 268 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 13 35 999 99.0 99.0  1.18 10.53  7.39 284 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 14 05 999 99.0 99.0  1.36 12.50  7.76 269 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 05 14 35 999 99.0 99.0  1.31 11.76  7.79 275 9999.0 999.0  13.5 999.0 99.0 99.00
